ts_code,symbol,end_date,ann_date,update_flag,version_index,n_versions_in_period,same_day_version_count,type,type_order,p_change_min,p_change_max,net_profit_min,net_profit_max,interval_class,first_ann_date,prev_ann_date,prev_update_flag,prev_type,has_later_version,source_fetched_at,version_evidence_class,pit_conclusion
600063.SH,sh.600063,20181231,2019-01-30,0,1,1,1,预增,4,40.0,70.0,11935.0,14493.0,valid,2019-01-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600063.SH,sh.600063,20190630,2019-07-09,0,1,1,1,预增,4,90.0,110.0,16725.0,18486.0,valid,2019-07-09,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600063.SH,sh.600063,20190930,2019-10-09,0,1,1,1,预增,4,110.14,131.88,29000.0,32000.0,valid,2019-10-09,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600063.SH,sh.600063,20191231,2020-01-21,0,1,1,1,预增,4,176.92,207.69,36000.0,40000.0,valid,2020-01-21,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600064.SH,sh.600064,20190331,2019-04-12,0,1,1,1,预增,4,314.0,352.0,77000.0,84000.0,valid,2019-04-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600064.SH,sh.600064,20190630,2019-07-26,0,1,1,1,预增,4,54.0,68.0,108000.0,118000.0,valid,2019-07-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600064.SH,sh.600064,20191231,2020-01-22,0,1,1,1,预增,4,88.0,103.0,180000.0,195000.0,valid,2020-01-22,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600066.SH,sh.600066,20200630,2020-04-28,1,1,1,1,不确定,0,,,,,missing,2020-04-28,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600066.SH,sh.600066,20200930,2020-08-25,1,1,1,1,不确定,0,,,,,missing,2020-08-25,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600066.SH,sh.600066,20201231,2020-10-28,1,1,1,1,预减,-2,,,,,missing,2020-10-28,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600067.SH,sh.600067,20200630,2020-04-30,1,1,1,1,预减,-2,,-50.0,,,missing,2020-04-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600067.SH,sh.600067,20200930,2020-08-29,0,1,1,1,预增,4,30.0,80.0,,,missing,2020-08-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600069.SH,sh.600069,20181231,2019-01-31,1,1,2,1,首亏,-4,-157.5652,-148.5706,-3200.0,-2700.0,valid,2019-01-31,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600069.SH,sh.600069,20181231,2019-04-20,0,2,2,1,首亏,-4,-258.3041,-258.3041,-8800.0,-8800.0,point,2019-01-31,2019-01-31,1,首亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600069.SH,sh.600069,20191231,2020-01-22,0,1,1,1,续亏,-3,-666.8023,-610.4198,-68000.0,-63000.0,valid,2020-01-22,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600070.SH,sh.600070,20190630,2019-07-13,0,1,1,1,预增,4,265.0,265.0,27550.0,27550.0,point,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600070.SH,sh.600070,20190930,2019-10-15,0,1,1,1,预增,4,150.0,150.0,36000.0,36000.0,point,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600070.SH,sh.600070,20191231,2020-01-21,0,1,1,1,预增,4,177.0,177.0,60000.0,60000.0,point,2020-01-21,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600071.SH,sh.600071,20181231,2019-01-30,0,1,1,1,首亏,-4,-129.8215,-120.8751,-1000.0,-700.0,valid,2019-01-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600071.SH,sh.600071,20191231,2020-01-21,0,1,1,1,扭亏,3,153.5563,180.3345,400.0,600.0,valid,2020-01-21,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600072.SH,sh.600072,20181231,2019-01-29,0,1,1,1,预增,4,97.24,143.27,6000.0,7400.0,valid,2019-01-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600072.SH,sh.600072,20191231,2020-01-18,0,1,1,1,预增,4,83.41,129.26,12000.0,15000.0,valid,2020-01-18,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600074.SH,sh.600074,20181231,2018-10-31,0,1,2,1,续亏,-3,,,,,missing,2018-10-31,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600074.SH,sh.600074,20181231,2019-01-25,0,2,2,1,续亏,-3,77.6257,79.695,-173000.0,-157000.0,valid,2018-10-31,2018-10-31,0,续亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600074.SH,sh.600074,20190630,2019-04-26,1,1,1,1,续亏,-3,,,,,missing,2019-04-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600074.SH,sh.600074,20190930,2019-08-30,1,1,1,1,续亏,-3,,,,,missing,2019-08-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600074.SH,sh.600074,20191231,2019-10-30,1,1,2,1,续亏,-3,,,,,missing,2019-10-30,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600074.SH,sh.600074,20191231,2020-01-15,0,2,2,1,续亏,-3,39.602,47.9011,-102018.0,-88000.0,valid,2019-10-30,2019-10-30,1,续亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600074.SH,sh.600074,20200630,2020-04-29,0,1,1,1,续亏,-3,,,,,missing,2020-04-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600075.SH,sh.600075,20191231,2020-01-23,0,1,1,1,预减,-2,-96.0,-93.0,2000.0,3000.0,valid,2020-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600076.SH,sh.600076,20200930,2020-08-29,0,1,1,1,不确定,0,,,,,missing,2020-08-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600076.SH,sh.600076,20201231,2020-10-31,1,1,1,1,首亏,-4,,,,,missing,2020-10-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600077.SH,sh.600077,20181231,2019-01-30,0,1,1,1,预增,4,140.89,176.22,37500.0,43000.0,valid,2019-01-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600077.SH,sh.600077,20191231,2020-01-20,0,1,1,1,预增,4,31.05,57.8,53900.0,64900.0,valid,2020-01-20,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600078.SH,sh.600078,20181231,2019-01-31,0,1,1,1,预减,-2,-85.0,-72.0,1390.0,2590.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600078.SH,sh.600078,20191231,2020-01-18,0,1,1,1,预增,4,210.0,252.0,6000.0,6800.0,valid,2020-01-18,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600079.SH,sh.600079,20181231,2018-10-30,1,1,2,1,首亏,-4,,,,,missing,2018-10-30,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600079.SH,sh.600079,20181231,2019-01-30,0,2,2,1,首亏,-4,-230.5155,-206.346,-270000.0,-220000.0,valid,2018-10-30,2018-10-30,1,首亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600079.SH,sh.600079,20190930,2019-08-30,1,1,1,1,不确定,0,,,,,missing,2019-08-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600079.SH,sh.600079,20191231,2019-10-31,1,1,2,1,扭亏,3,,,,,missing,2019-10-31,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600079.SH,sh.600079,20191231,2020-01-11,0,2,2,1,扭亏,3,131.81,140.2927,75000.0,95000.0,valid,2019-10-31,2019-10-31,1,扭亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600081.SH,sh.600081,20190331,2019-04-13,1,1,1,1,略减,-1,,,,,missing,2019-04-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600081.SH,sh.600081,20200630,2020-04-30,1,1,1,1,首亏,-4,,,,,missing,2020-04-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
600083.SH,sh.600083,20181231,2019-01-28,1,1,2,1,首亏,-4,52.75,71.99,1286.0,1448.0,valid,2019-01-28,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
600083.SH,sh.600083,20181231,2019-04-26,0,2,2,1,首亏,-4,-722.9674,-722.9674,-5245.0,-5245.0,point,2019-01-28,2019-01-28,1,首亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
