# fcst-reason-struct-full wave(batch) 003 输入渲染（由 render_batch.py 从 row_index.parquet 生成，schema v1）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=01200 type=扭亏 ts_code=600458.SH end_date=20191231 ann_date=20191031 update_flag=1
### ordinal=01252 type=扭亏 ts_code=600871.SH end_date=20181231 ann_date=20190126 update_flag=0
REASON: （一）主营业务影响2018年国际油价总体上保持震荡上行，全年北海布伦特原油现货平均价格为71.3美元/桶，较上年增长31.8%。受此影响，油公司上游勘探开发资本支出较上年同期有所增长，油服行业整体经营环境进一步改善，本公司主要专业工作量和主营业务收入同比增长。本公司继续深化内部改革，优化资源配置，推进辅助业务专业化发展，经济效益逐步好转，全年实现主营业务毛利率为正。（二）非经营性损益的影响2018年，本公司非经常性损益预计为人民币1.21亿元左右，主要包括职工分流安置政府财政补助资金、债务重组利得和计提巴西子公司司法重组支出。

### ordinal=01253 type=扭亏 ts_code=600880.SH end_date=20191231 ann_date=20191030 update_flag=1
REASON: 在公司基本面不发生重大改变的情况下，预计年初至下一报告期期末累计净利润将较去年同期大幅增加，主要系上年同期计提商誉减值损失，以及子公司北京漫游谷信息技术有限公司本期收入上升、成本费用减少等影响所致。

### ordinal=01254 type=扭亏 ts_code=600889.SH end_date=20181231 ann_date=20190124 update_flag=0
REASON: 1、报告期国内宏观经济面依旧紧缩，国家积极实施供给侧改革，环保监管政策日益趋严，粘胶纤维行业的生产经营活动受到严重影响，下道企业的需求不足，粘胶纤维产品售价低位盘整，同时进口木浆粕、燃料煤及烧碱、硫酸、二硫化碳等化工料的采购成本居高不下，全行业经营压力巨大。本公司根据相关政府部门文件要求，于2018年10月26日停止了全资子公司南京法伯耳纺织有限公司粘胶长丝生产，并关停了法伯耳纺织有限公司热电厂两台燃煤锅炉，剩余一台锅炉将在2019年3月底前关停。公司另一全资子公司江苏金羚纤维素纤维有限公司因受苏北区域性环保事件影响，粘胶短纤双线自5月初停产实施环保整治，至8月1日方才复产。受上述因素影响，本公司2018年前三季度实现的归属于上市公司股东的净利润为-8,458.18万元。2、公司第九届董事会第十二次会议审议通过了《关于通过公开挂牌方式转让公司所持兰精（南京）纤维有限公司30%股权的议案》，同意公司通过南京市公共资源交易中心公开挂牌转让所持兰精（南京）纤维有限公司30%股权，并授权经营层具体办理上述股权转让事宜。通过公开挂牌，公司确认兰精控股有限责任公司为兰精（南京）纤维有限公司30%股权的受让方，相关股权的最终成交价格为32,016.35万元。2018年11月19日公司收到兰精控股通过南京市公共资源交易中心转入的全部股权转让款。2018年12月14日兰精（南京）纤维有限公司在南京市工商行政管理局办理完成了本次股权转让的工商变更登记手续。本次股权转让的相关手续全部办理完成。经公司财务部初步测算，本次股权转让产生的净收益预计在人民币6500万元至6800万元之间。3、公司全资子公司南京法伯耳纺织有限公司2018年12月27日收到南京市政府下拨的关停淘汰落后产能项目补助2000万元，职工分流安置补贴2000万元，合计4000万元，上述资金已划拨到法伯耳公司资金账户。根据相关政策规定，法伯耳公司获得的上述4000万元政府补助直接计入其当期收益，预计将增加本公司2018年度税前利润4000万元。20190124：4.公司利用闲置富余资金及闲置募集资金理财收益为1047万元，对净利润的影响数约为820万元。

### ordinal=01255 type=扭亏 ts_code=600890.SH end_date=20191231 ann_date=20191030 update_flag=1
REASON: 至下一报告期末，公司会严控各项成本费用支出，同时加大对投资性房地产的处置力度，2019年度累计净利润较上一年度相比可能发生较大变化。

### ordinal=01256 type=扭亏 ts_code=600896.SH end_date=20181231 ann_date=20190109 update_flag=0
REASON: （一）报告期内，公司共出售所持有的东华软件股票146,959,768股，根据财务部门初步测算，扣除成本和相关税费后，对公司2018年度利润贡献约为1.81亿元，该投资收益计入2018年当期损益。（二）报告期内，公司将持有的上海海盛上寿融资租赁有限公司50%股权出售给间接控股股东览海控股（集团）有限公司的下属子公司上海览海洛桓投资有限公司，该事项构成重大资产出售。根据财务部门初步测算，本次重大资产出售扣除成本和相关费用后，对公司2018年度利润贡献约为1.65亿元。

### ordinal=01257 type=扭亏 ts_code=600983.SH end_date=20181231 ann_date=20190129 update_flag=0
REASON: （一）盈利水平提升：产品结构进行了升级调整,公司压缩了毛利率贡献较低的产品，聚焦到高技术高附加值产品；同时强化品牌塑造，完成分渠道分品牌的区隔。上述措施使公司在收入端变化不大的情况下，有效提升了产品毛利贡献水平，销售费用使用更加聚焦有效。（二）成本控制有力：对成本进行了严格的控制，优化组织结构,合理配置生产及人力资源；实施有效的采购降本和技术降本措施；公司智能工厂投产也带来生产和部件供应、质量等效率提升；公司还利用惠而浦全球采购产生的协同效应提升采购效率降低采购成本。（三）上述的盈利影响抵消了政府补助等非经常性损益减少的影响。（四）全资子公司广东惠而浦家电制品有限公司业绩大幅度提升。受上述因素综合影响,2018年度业绩预计盈利。

### ordinal=01258 type=扭亏 ts_code=600984.SH end_date=20190331 ann_date=20190424 update_flag=0
REASON: 2018年度庞源租赁顺应国家推动建筑产业化转型和装配式建筑的发展趋势，继续优化调整设备结构占比，根据市场的变化及时调整价格策略，在稳步提升设备使用率的基础上，提高租赁价格，增加利润率，以上调整在2019年一季度得到持续释放，与往年同期相比，公司建筑机械租赁租金收入及出租率水平均有明显提升。在收入提升的同时，公司加强项目预算和成本管理，有效降低经营成本，促使盈利水平进一步提高。归属于上市公司股东的扣除非经常性损益的净利润2,000万元左右，与上年同期相比，预计增加2,800万元左右。

### ordinal=01259 type=扭亏 ts_code=600988.SH end_date=20191231 ann_date=20190726 update_flag=1
REASON: 2019年公司科学组织生产，积极调动全体员工的生产积极性，2018年收购的境外子公司LXML也贡献了良好业绩，上半年实现归属于上市公司股东净利润11,091.01万元。在外部环境无重大不利影响的情况下，预计2019年下半年将继续保持良好的发展态势，全年将实现扭亏为盈。

### ordinal=01260 type=扭亏 ts_code=600988.SH end_date=20191231 ann_date=20191031 update_flag=1
REASON: 2018年度，公司归属于上市公司股东的净利润为-13,304.73万元。2019年1-9月，公司实现归属于上市公司股东净利润13,575.23万元。在外部环境无重大不利影响的情况下，预计2019年度公司将实现扭亏为盈。

### ordinal=01261 type=扭亏 ts_code=601099.SH end_date=20191231 ann_date=20190817 update_flag=1
REASON: 公司的经营状况及各业务盈利情况与证券市场紧密联系，受到证券市场环境复杂多变的影响，报告期内归属于母公司股东的净利润同比大幅增加（上年同期为-1.05亿元，本报告期为3.58亿元）。

### ordinal=01262 type=扭亏 ts_code=601099.SH end_date=20191231 ann_date=20191030 update_flag=1
REASON: 公司的经营状况及各业务盈利情况与证券市场紧密联系，受到证券市场环境变化的影响，报告期内归属于母公司股东的净利润同比大幅增加（上年同期为-1.77亿元，本报告期为4.01亿元），预计全年归属于母公司股东的净利润可能与上年同期相比将发生较大变化。

### ordinal=01263 type=扭亏 ts_code=601118.SH end_date=20181231 ann_date=20190131 update_flag=0
REASON: 公司2018年业绩预盈是受非经常性损益的影响：1、2018年9月，公司与控股股东就解除部分低产胶园土地承包关系及由此涉及的相应资产处置和经济补偿等事项达成一致，该事项产生的收益计入非经常性净收益81,539万元。2、2018年度无效套期的金融工具公允价值变动收益16,900万元。3、2018年度收到及摊销计入本年的政府补助24,500万元。

### ordinal=01264 type=扭亏 ts_code=601118.SH end_date=20190630 ann_date=20190731 update_flag=0
REASON: 1、主营业务利润的影响：2019年天然橡胶价格小幅增长,本期末冲回已计提的存货跌价。2018年橡胶价格大幅下跌，上年同期计提存货跌价损失4.4亿元。2、非经常性损益的影响：本期执行新套期会计准则，无效套期损益减少。

### ordinal=01265 type=扭亏 ts_code=601218.SH end_date=20191231 ann_date=20191028 update_flag=1
REASON: 原辅材料价格逐步趋稳或小幅下调，销售单价有所上升。

### ordinal=01266 type=扭亏 ts_code=601258.SH end_date=20191231 ann_date=20191031 update_flag=1
REASON: 根据本报告期较上年同期数据的进行对比，2019年三季度较2018年三季度无论从收入及净利润均有较大幅度的下滑。

### ordinal=01267 type=扭亏 ts_code=601798.SH end_date=20181231 ann_date=20190131 update_flag=0
REASON: 预计2018年度公司经营业绩与上年同期相比，实现扭亏为盈的主要原因如下：（一）2018年公司全资子公司上海蓝滨石化设备有限责任公司通过公开市场挂牌交易方式，将其所持有的位于上海市金山区吕巷镇和平村3150号的67,095平方米国有土地使用权及其地上建筑物对外转让，转让价格9,700万元，转让实现税前利润3,768.93万元。（二）2018年公司将全资子公司机械工业上海蓝亚石化设备检测所有限公司100%股权经评估作价后，以25,000万元协议转让给国机资产管理有限公司，该转让实现税前利润20,949.19万元。
